board_id,axis,idx,prompt_id,variantId,name,prompt_json
6,col,0,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
6,col,1,ending_letter,6,Ends with letter N,"{""id"":""ending_letter"",""name"":""Ends with letter N"",""variantId"":6}"
6,col,2,gdp_per_capita_over_x,2,GDP per capita over $20k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $20k"",""variantId"":2}"
7,row,0,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
7,row,1,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
7,row,2,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
7,col,0,flag_has_animal,,Flag with an animal,"{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}"
7,col,1,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
7,col,2,coastline_on_x,5,Coastline on the North Atlantic Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the North Atlantic Ocean"",""variantId"":5}"
8,row,0,won_world_cup,,Has won the Men's FIFA World Cup,"{""id"":""won_world_cup"",""name"":""Has won the Men's FIFA World Cup"",""variantId"":null}"
8,row,1,borders_x,1,Borders China,"{""id"":""borders_x"",""name"":""Borders China"",""variantId"":1}"
8,row,2,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
8,col,0,color_on_flag,0,Flag with red,"{""id"":""color_on_flag"",""name"":""Flag with red"",""variantId"":0}"
8,col,1,size_under_x,8,Area less than 2 million km²,"{""id"":""size_under_x"",""name"":""Area less than 2 million km²"",""variantId"":8}"
8,col,2,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
9,row,0,50_plus_skyscrapers,,Has 50+ skyscrapers,"{""id"":""50_plus_skyscrapers"",""name"":""Has 50+ skyscrapers"",""variantId"":null}"
9,row,1,borders_x,0,Borders Russia,"{""id"":""borders_x"",""name"":""Borders Russia"",""variantId"":0}"
9,row,2,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
9,col,0,capital_population_over_x,4,Capital city population over 1 million,"{""id"":""capital_population_over_x"",""name"":""Capital city population over 1 million"",""variantId"":4}"
9,col,1,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
9,col,2,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
10,row,0,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
10,row,1,color_on_flag,4,Flag with green,"{""id"":""color_on_flag"",""name"":""Flag with green"",""variantId"":4}"
10,row,2,capital_population_over_x,4,Capital city population over 1 million,"{""id"":""capital_population_over_x"",""name"":""Capital city population over 1 million"",""variantId"":4}"
10,col,0,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
10,col,1,top_20_tourism,,Top 20 in annual tourist arrivals,"{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null}"
10,col,2,official_language,2,French is an official language,"{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2}"
11,row,0,has_nuclear_weapons,,Has nuclear weapons,"{""id"":""has_nuclear_weapons"",""name"":""Has nuclear weapons"",""variantId"":null}"
11,row,1,name_length,1,Name is 5 letters long,"{""id"":""name_length"",""name"":""Name is 5 letters long"",""variantId"":1}"
11,row,2,population_under_x,2,Population under 2 million,"{""id"":""population_under_x"",""name"":""Population under 2 million"",""variantId"":2}"
11,col,0,hdi_over_x,8,Human Development Index over 0.8,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.8"",""variantId"":8}"
11,col,1,coastline_length_over_x,2,"Has coastline, with length greater than 1,000 km","{""id"":""coastline_length_over_x"",""name"":""Has coastline, with length greater than 1,000 km"",""variantId"":2}"
11,col,2,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
12,row,0,continent,2,In Africa,"{""id"":""continent"",""name"":""In Africa"",""variantId"":2}"
12,row,1,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
12,row,2,captial_population_under_x,0,Capital city population under 50k,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 50k"",""variantId"":0}"
12,col,0,color_on_flag,1,Flag with blue,"{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1}"
12,col,1,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
12,col,2,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
13,row,0,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
13,row,1,top_20_population_density,,Top 20 in population density,"{""id"":""top_20_population_density"",""name"":""Top 20 in population density"",""variantId"":null}"
13,row,2,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
13,col,0,population_under_x,3,Population under 5 million,"{""id"":""population_under_x"",""name"":""Population under 5 million"",""variantId"":3}"
13,col,1,captial_population_under_x,2,Capital city population under 200k,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 200k"",""variantId"":2}"
13,col,2,color_on_flag,4,Flag with green,"{""id"":""color_on_flag"",""name"":""Flag with green"",""variantId"":4}"
14,row,0,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
14,row,1,population_over_x,1,Population over 1 million,"{""id"":""population_over_x"",""name"":""Population over 1 million"",""variantId"":1}"
14,row,2,color_on_flag,0,Flag with red,"{""id"":""color_on_flag"",""name"":""Flag with red"",""variantId"":0}"
14,col,0,borders_x,3,Borders France,"{""id"":""borders_x"",""name"":""Borders France"",""variantId"":3}"
14,col,1,name_length,2,Name is 6 letters long,"{""id"":""name_length"",""name"":""Name is 6 letters long"",""variantId"":2}"
14,col,2,ending_letter,2,Ends with letter D,"{""id"":""ending_letter"",""name"":""Ends with letter D"",""variantId"":2}"
15,row,0,official_language,1,Spanish is an official language,"{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1}"
15,row,1,color_on_flag,5,Flag with black,"{""id"":""color_on_flag"",""name"":""Flag with black"",""variantId"":5}"
15,row,2,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
15,col,0,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
15,col,1,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
15,col,2,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
16,row,0,color_on_flag,3,Flag with white,"{""id"":""color_on_flag"",""name"":""Flag with white"",""variantId"":3}"
16,row,1,olympic_medals_under_x,3,Fewer than 40 Olympic medals,"{""id"":""olympic_medals_under_x"",""name"":""Fewer than 40 Olympic medals"",""variantId"":3}"
16,row,2,captial_population_under_x,5,Capital city population under 2 million,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 2 million"",""variantId"":5}"
16,col,0,official_language,2,French is an official language,"{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2}"
16,col,1,continent,4,In South America,"{""id"":""continent"",""name"":""In South America"",""variantId"":4}"
16,col,2,ending_letter,7,Ends with letter O,"{""id"":""ending_letter"",""name"":""Ends with letter O"",""variantId"":7}"
17,row,0,official_language,0,Arabic is an official language,"{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0}"
17,row,1,starting_letter,2,Starts with letter C,"{""id"":""starting_letter"",""name"":""Starts with letter C"",""variantId"":2}"
17,row,2,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
17,col,0,population_over_x,2,Population over 2 million,"{""id"":""population_over_x"",""name"":""Population over 2 million"",""variantId"":2}"
17,col,1,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
17,col,2,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
18,row,0,coastline_on_x,0,Coastline on the Mediterranean Sea,"{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0}"
18,row,1,name_x_plus_letters_long,0,Name is 10+ letters long,"{""id"":""name_x_plus_letters_long"",""name"":""Name is 10+ letters long"",""variantId"":0}"
18,row,2,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
18,col,0,population_under_x,3,Population under 5 million,"{""id"":""population_under_x"",""name"":""Population under 5 million"",""variantId"":3}"
18,col,1,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
18,col,2,gdp_per_capita_over_x,3,GDP per capita over $30k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $30k"",""variantId"":3}"
19,row,0,was_ussr,,Was part of the USSR,"{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null}"
19,row,1,ending_letter,9,Ends with letter S,"{""id"":""ending_letter"",""name"":""Ends with letter S"",""variantId"":9}"
19,row,2,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
19,col,0,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
19,col,1,population_over_x,3,Population over 5 million,"{""id"":""population_over_x"",""name"":""Population over 5 million"",""variantId"":3}"
19,col,2,captial_population_under_x,6,Capital city population under 5 million,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 5 million"",""variantId"":6}"
20,row,0,in_eu,,Member of the European Union,"{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}"
20,row,1,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
20,row,2,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
20,col,0,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
20,col,1,name_length,2,Name is 6 letters long,"{""id"":""name_length"",""name"":""Name is 6 letters long"",""variantId"":2}"
20,col,2,population_under_x,2,Population under 2 million,"{""id"":""population_under_x"",""name"":""Population under 2 million"",""variantId"":2}"
21,row,0,coastline_on_x,1,Coastline on the Indian Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the Indian Ocean"",""variantId"":1}"
21,row,1,captial_population_under_x,3,Capital city population under 500k,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 500k"",""variantId"":3}"
21,row,2,population_under_x,3,Population under 5 million,"{""id"":""population_under_x"",""name"":""Population under 5 million"",""variantId"":3}"
21,col,0,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
21,col,1,continent,2,In Africa,"{""id"":""continent"",""name"":""In Africa"",""variantId"":2}"
21,col,2,cpi_over_x,3,Corruption Perceptions Index over 50,"{""id"":""cpi_over_x"",""name"":""Corruption Perceptions Index over 50"",""variantId"":3}"
22,row,0,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
22,row,1,size_over_x,6,"Area greater than 500,000 km²","{""id"":""size_over_x"",""name"":""Area greater than 500,000 km²"",""variantId"":6}"
22,row,2,flag_has_coat_of_arms,,Flag with a coat of arms,"{""id"":""flag_has_coat_of_arms"",""name"":""Flag with a coat of arms"",""variantId"":null}"
22,col,0,starting_letter,10,Starts with letter M,"{""id"":""starting_letter"",""name"":""Starts with letter M"",""variantId"":10}"
22,col,1,played_world_cup,,Has played in the Men's FIFA World Cup,"{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}"
22,col,2,coastline_on_x,5,Coastline on the North Atlantic Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the North Atlantic Ocean"",""variantId"":5}"
23,row,0,continent,6,In Oceania,"{""id"":""continent"",""name"":""In Oceania"",""variantId"":6}"
23,row,1,top_20_population_density,,Top 20 in population density,"{""id"":""top_20_population_density"",""name"":""Top 20 in population density"",""variantId"":null}"
23,row,2,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
23,col,0,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
23,col,1,drives_left,,Drives on the left,"{""id"":""drives_left"",""name"":""Drives on the left"",""variantId"":null}"
23,col,2,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
24,row,0,starting_letter,0,Starts with letter A,"{""id"":""starting_letter"",""name"":""Starts with letter A"",""variantId"":0}"
24,row,1,continent,4,In South America,"{""id"":""continent"",""name"":""In South America"",""variantId"":4}"
24,row,2,population_over_x,7,Population over 100 million,"{""id"":""population_over_x"",""name"":""Population over 100 million"",""variantId"":7}"
24,col,0,borders_x_or_more,0,Borders 5+ countries,"{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}"
24,col,1,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
24,col,2,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
25,row,0,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
25,row,1,name_length,1,Name is 5 letters long,"{""id"":""name_length"",""name"":""Name is 5 letters long"",""variantId"":1}"
25,row,2,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
25,col,0,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
25,col,1,color_on_flag,4,Flag with green,"{""id"":""color_on_flag"",""name"":""Flag with green"",""variantId"":4}"
25,col,2,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
26,row,0,official_language,1,Spanish is an official language,"{""id"":""official_language"",""name"":""Spanish is an official language"",""variantId"":1}"
26,row,1,borders_x,1,Borders China,"{""id"":""borders_x"",""name"":""Borders China"",""variantId"":1}"
26,row,2,in_eu,,Member of the European Union,"{""id"":""in_eu"",""name"":""Member of the European Union"",""variantId"":null}"
26,col,0,population_over_x,3,Population over 5 million,"{""id"":""population_over_x"",""name"":""Population over 5 million"",""variantId"":3}"
26,col,1,capital_population_over_x,4,Capital city population over 1 million,"{""id"":""capital_population_over_x"",""name"":""Capital city population over 1 million"",""variantId"":4}"
26,col,2,color_on_flag,2,Flag with yellow,"{""id"":""color_on_flag"",""name"":""Flag with yellow"",""variantId"":2}"
27,row,0,top_20_tourism,,Top 20 in annual tourist arrivals,"{""id"":""top_20_tourism"",""name"":""Top 20 in annual tourist arrivals"",""variantId"":null}"
27,row,1,nuclear_power,,Produces nuclear power,"{""id"":""nuclear_power"",""name"":""Produces nuclear power"",""variantId"":null}"
27,row,2,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
27,col,0,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
27,col,1,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
27,col,2,is_monarchy,,Is a monarchy,"{""id"":""is_monarchy"",""name"":""Is a monarchy"",""variantId"":null}"
28,row,0,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
28,row,1,coastline_on_x,2,Coastline on the Pacific Ocean,"{""id"":""coastline_on_x"",""name"":""Coastline on the Pacific Ocean"",""variantId"":2}"
28,row,2,starting_letter,2,Starts with letter C,"{""id"":""starting_letter"",""name"":""Starts with letter C"",""variantId"":2}"
28,col,0,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
28,col,1,olympic_medals_over_x,3,More than 40 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 40 Olympic medals"",""variantId"":3}"
28,col,2,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
29,row,0,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
29,row,1,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
29,row,2,population_under_x,4,Population under 10 million,"{""id"":""population_under_x"",""name"":""Population under 10 million"",""variantId"":4}"
29,col,0,official_language,0,Arabic is an official language,"{""id"":""official_language"",""name"":""Arabic is an official language"",""variantId"":0}"
29,col,1,olympic_medals_over_x,5,More than 100 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 100 Olympic medals"",""variantId"":5}"
29,col,2,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
30,row,0,hdi_over_x,10,Human Development Index over 0.9,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.9"",""variantId"":10}"
30,row,1,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
30,row,2,name_length,1,Name is 5 letters long,"{""id"":""name_length"",""name"":""Name is 5 letters long"",""variantId"":1}"
30,col,0,borders_x_or_more,0,Borders 5+ countries,"{""id"":""borders_x_or_more"",""name"":""Borders 5+ countries"",""variantId"":0}"
30,col,1,population_over_x,6,Population over 50 million,"{""id"":""population_over_x"",""name"":""Population over 50 million"",""variantId"":6}"
30,col,2,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
31,row,0,flag_has_x_colors,0,Flag with only 2 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0}"
31,row,1,starting_letter,10,Starts with letter M,"{""id"":""starting_letter"",""name"":""Starts with letter M"",""variantId"":10}"
31,row,2,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
31,col,0,population_over_x,5,Population over 20 million,"{""id"":""population_over_x"",""name"":""Population over 20 million"",""variantId"":5}"
31,col,1,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
31,col,2,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
32,row,0,hosted_olympics,,Has hosted the Olympics,"{""id"":""hosted_olympics"",""name"":""Has hosted the Olympics"",""variantId"":null}"
32,row,1,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
32,row,2,captial_population_under_x,0,Capital city population under 50k,"{""id"":""captial_population_under_x"",""name"":""Capital city population under 50k"",""variantId"":0}"
32,col,0,color_on_flag,1,Flag with blue,"{""id"":""color_on_flag"",""name"":""Flag with blue"",""variantId"":1}"
32,col,1,ending_letter,0,Ends with letter A,"{""id"":""ending_letter"",""name"":""Ends with letter A"",""variantId"":0}"
32,col,2,gdp_per_capita_over_x,3,GDP per capita over $30k,"{""id"":""gdp_per_capita_over_x"",""name"":""GDP per capita over $30k"",""variantId"":3}"
33,row,0,flag_has_animal,,Flag with an animal,"{""id"":""flag_has_animal"",""name"":""Flag with an animal"",""variantId"":null}"
33,row,1,starting_letter,13,Starts with letter S,"{""id"":""starting_letter"",""name"":""Starts with letter S"",""variantId"":13}"
33,row,2,official_language,2,French is an official language,"{""id"":""official_language"",""name"":""French is an official language"",""variantId"":2}"
33,col,0,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
33,col,1,landlocked,,Is landlocked,"{""id"":""landlocked"",""name"":""Is landlocked"",""variantId"":null}"
33,col,2,population_under_x,3,Population under 5 million,"{""id"":""population_under_x"",""name"":""Population under 5 million"",""variantId"":3}"
34,row,0,capital_not_most_populated_city,,Capital is not the most populated city,"{""id"":""capital_not_most_populated_city"",""name"":""Capital is not the most populated city"",""variantId"":null}"
34,row,1,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
34,row,2,continent,0,In Asia,"{""id"":""continent"",""name"":""In Asia"",""variantId"":0}"
34,col,0,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
34,col,1,population_under_x,3,Population under 5 million,"{""id"":""population_under_x"",""name"":""Population under 5 million"",""variantId"":3}"
34,col,2,olympic_medals_over_x,2,More than 30 Olympic medals,"{""id"":""olympic_medals_over_x"",""name"":""More than 30 Olympic medals"",""variantId"":2}"
35,row,0,color_on_flag,0,Flag with red,"{""id"":""color_on_flag"",""name"":""Flag with red"",""variantId"":0}"
35,row,1,flag_has_x_colors,1,Flag with only 3 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 3 colors"",""variantId"":1}"
35,row,2,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
35,col,0,has_nuclear_weapons,,Has nuclear weapons,"{""id"":""has_nuclear_weapons"",""name"":""Has nuclear weapons"",""variantId"":null}"
35,col,1,name_length,0,Name is 4 letters long,"{""id"":""name_length"",""name"":""Name is 4 letters long"",""variantId"":0}"
35,col,2,continent,4,In South America,"{""id"":""continent"",""name"":""In South America"",""variantId"":4}"
36,row,0,name_start_end_same_letter,,Starts and ends with the same letter,"{""id"":""name_start_end_same_letter"",""name"":""Starts and ends with the same letter"",""variantId"":null}"
36,row,1,continent,3,In North America,"{""id"":""continent"",""name"":""In North America"",""variantId"":3}"
36,row,2,coastline_on_x,0,Coastline on the Mediterranean Sea,"{""id"":""coastline_on_x"",""name"":""Coastline on the Mediterranean Sea"",""variantId"":0}"
36,col,0,population_over_x,3,Population over 5 million,"{""id"":""population_over_x"",""name"":""Population over 5 million"",""variantId"":3}"
36,col,1,flag_has_star,,Flag with a star/sun,"{""id"":""flag_has_star"",""name"":""Flag with a star/sun"",""variantId"":null}"
36,col,2,played_world_cup,,Has played in the Men's FIFA World Cup,"{""id"":""played_world_cup"",""name"":""Has played in the Men's FIFA World Cup"",""variantId"":null}"
37,row,0,no_olympic_medals,,Has never won an Olympic medal,"{""id"":""no_olympic_medals"",""name"":""Has never won an Olympic medal"",""variantId"":null}"
37,row,1,continent,1,In Europe,"{""id"":""continent"",""name"":""In Europe"",""variantId"":1}"
37,row,2,island_nation,,Island nation,"{""id"":""island_nation"",""name"":""Island nation"",""variantId"":null}"
37,col,0,flag_has_x_colors,0,Flag with only 2 colors,"{""id"":""flag_has_x_colors"",""name"":""Flag with only 2 colors"",""variantId"":0}"
37,col,1,population_over_x,4,Population over 10 million,"{""id"":""population_over_x"",""name"":""Population over 10 million"",""variantId"":4}"
37,col,2,name_multiple_words,,Name consists of multiple words,"{""id"":""name_multiple_words"",""name"":""Name consists of multiple words"",""variantId"":null}"
38,row,0,was_ussr,,Was part of the USSR,"{""id"":""was_ussr"",""name"":""Was part of the USSR"",""variantId"":null}"
38,row,1,population_over_x,7,Population over 100 million,"{""id"":""population_over_x"",""name"":""Population over 100 million"",""variantId"":7}"
38,row,2,hdi_over_x,9,Human Development Index over 0.85,"{""id"":""hdi_over_x"",""name"":""Human Development Index over 0.85"",""variantId"":9}"
